number,achieve'money,change(%)
115676692,1723044512,2.3079
94564505,1419697861,1.8867
123321051,1783214310,2.4604
89398295,1284510345,1.7836
N/A,N/A,N/A
118687774,1683135069,2.368
64213850,868395314,1.2812
48296204,641262693,0.9636
46719668,605857961,0.9321
113980227,1538998338,2.2741
112228139,1359461090,2.2391
62473464,750631887,1.2464
72893384,872567222,1.4543
128494320,1611821766,2.5636
189574445,2556767805,3.7823
88193195,1187705803,1.7596
157485361,2251423111,3.1421
126909599,1837286683,2.532
197545876,2938044751,3.9413
145596217,2178043985,2.9049
111839101,1578473723,2.2313
78534989,1103740840,1.5669
62687440,859706830,1.2507
73639592,1028516279,1.4692
121100582,1743876623,2.4161
105510810,1558637145,2.1051
60047102,860613812,1.198
79807929,1102448219,1.5923
54950920,754417961,1.0963
38416861,520967152,0.7665
41187459,554400167,0.8217
45339488,594745952,0.9046
40655239,541792023,0.8111
25907019,345815720,0.5169
50314256,681487649,1.0038
95849600,1370233893,1.9123
61893877,890268123,1.2349
60122006,828613070,1.1995
56730533,794171625,1.1319
75404646,1083342342,1.5044
52456034,733991898,1.0466
113027754,1661788515,2.2551
119811756,1814321140,2.3904
112442014,1772421172,2.2434
108471237,1768812602,2.1642
49824604,803139790,0.9941
61832408,1012624976,1.2336
40450449,663231444,0.807
52151502,868403099,1.0405
43875193,721720330,0.8754
51922123,860412601,1.0359
60513971,1049066664,1.2073
62490999,1086442598,1.2468
58778946,1022278333,1.1727
53011980,943473176,1.0577
52102875,912832135,1.0395
115776026,2017942125,2.3099
87112431,1476252214,1.738
74477035,1278537269,1.4859
104064018,1861745740,2.0762
96479026,1754420479,1.9249
76688896,1318493913,1.5301
67780534,1137752457,1.3523
58422197,966962209,1.1656
98231123,1693680686,1.9599
91869287,1545191028,1.8329
124689091,2095999208,2.4877
217860195,3828687968,4.3466
192531537,3387938912,3.8413
141148916,2430904079,2.8161
114414163,1944988359,2.2827
164220243,2930490635,3.2764
219247404,4232525899,4.3743
145323345,2815053190,2.8994
126016448,2408572933,2.5142
79622779,1457018099,1.5886
100677811,1918983209,2.0087
60506874,1095254705,1.2072
60424082,1114426522,1.2055
71308657,1331858980,1.4227
77589325,1502274089,1.548
68375447,1340374882,1.3642
64323766,1255405516,1.2834
53870197,1043890682,1.0748
83533046,1661183008,1.6666
82367682,1699276923,1.6434
81443402,1694974570,1.6249
109286445,2335545081,2.1804
92113180,2017562832,1.8378
74087856,1626681117,1.4782
71911904,1547138308,1.4347
75238559,1651288124,1.5011
102255457,2243128091,2.0401
122942655,2735631101,2.4529
72770315,1602057003,1.4519
74457812,1593231274,1.4855
63501215,1362918650,1.2669
93438824,2073466008,1.8642
94871449,2137304953,1.8928
53753153,1222105015,1.0725
62655168,1411442429,1.2501
71931357,1614925541,1.4351
55509845,1229313320,1.1075
47496855,1062508967,0.9476
67827606,1492485969,1.3533
83761233,1863306291,1.6712
43944746,947822242,0.8768
38151038,827464672,0.7612
40010440,838390985,0.7983
37879729,792172922,0.7558
138382300,3118392206,2.7609
114116185,2633010902,2.2768
93155951,2207129971,1.8586
90300882,2201168221,1.8016
74494159,1841391373,1.4863
61752762,1533006116,1.2321
85503883,2202787105,1.7059
56791842,1431153785,1.0032
42647955,1081033474,0.7533
46697844,1156433902,0.8249
33674797,846120229,0.5948
30884658,765369662,0.5455
55205744,1432820199,0.9751
29070594,749198776,0.5135
59271714,1491942399,1.047
40319561,998512232,0.7122
44655233,1102326621,0.7888
30294978,751916870,0.5351
59769938,1519242354,1.0558
58709625,1541265882,1.037
42584217,1125332998,0.7522
92229584,2572877811,1.6291
97344691,2851104504,1.7195
68254813,2052984341,1.2056
92542254,2828347891,1.6346
77798809,1656098299,0.9816
106006375,2238772441,1.3375
69016669,1452124386,0.8708
74211800,1528565061,0.9363
91019227,1904819789,1.1484
75468633,1591263955,0.9522
74355765,1545956204,0.9381
98075621,2113488701,1.2374
83611079,1823444053,1.0549
87806428,1953940414,1.1078
123929380,2766675586,1.5636
73607973,1634329790,0.9287
49788126,1111448280,0.6282
94521011,2151409823,1.1926
61732894,1428706821,0.7789
52875351,1219939538,0.6671
67869626,1610193687,0.8563
79740701,1955535328,1.0061
61158144,1503249440,0.7716
60577550,1534281176,0.7643
86429237,2148024178,1.0905
90744812,2181209862,1.1449
70982664,1719489459,0.8956
46576845,1131285222,0.5877
72304791,1712218205,0.9123
61761776,1490350366,0.7792
56740226,1379454612,0.7159
106605125,2657860669,1.345
64698490,1613150292,0.8163
68261672,1713530020,0.8612
76361209,1920622519,0.9634
66998495,1675794501,0.8453
74176102,1891216876,0.9359
66496307,1684536736,0.839
61814131,1584116289,0.7799
61288879,1570967801,0.7733
121528473,3116184593,1.5333
160811191,4214284811,2.0289
102523516,2754536615,1.2935
73027668,1967952808,0.9214
92648371,2442891312,1.1689
86901078,2235285640,1.0964
86728457,2170259589,1.0942
68659396,1726886343,0.8663
69101065,1700247199,0.8718
54769622,1329665218,0.691
84715615,2002614782,1.0688
87793178,2051132327,1.1077
87952638,2080495104,1.1097
91581910,2095610323,1.1555
62394727,1385374930,0.7872
75822501,1660924271,0.9566
74585247,1625190140,0.941
99527595,2258578733,1.2557
104987531,2337288722,1.3246
165584575,3458589166,2.0892
99695779,2061552474,1.2579
109741489,2236463560,1.3846
172880965,3317998802,2.1812
120963203,2211881583,1.5262
119499919,2203911040,1.5077
140914809,2676323055,1.7779
154497092,3044588771,1.9493
111260023,2255117161,1.4038
93595476,1894121904,1.1809
101138469,2008612129,1.2761
104995077,2105501139,1.3247
73020666,1449577322,0.9213
205714854,4253793375,2.5955
139787313,2998628545,1.7637
128355482,2771670470,1.6194
116819818,2485919481,1.4739
102535289,2208004995,1.2937
134064181,2805885203,1.6915
140756444,2747835679,1.7759
118315677,2294693707,1.4928
102362940,1971656875,1.2915
170619705,3362454361,2.1527
80558935,1577878826,1.0164
58480607,1129607710,0.7378
89826229,1747692142,1.1333
97700149,1930322305,1.2327
113179038,2328281989,1.428
95848640,2033611232,1.2093
55918333,1174386022,0.7055
86865035,1854290251,1.096
62102025,1339200282,0.7835
69467823,1477219353,0.8765
112223924,2472281600,1.4159
112679360,2551538079,1.4217
83404634,1903647296,1.0523
67302193,1514075802,0.8491
89960805,2064186660,1.135
50402084,1153549343,0.6359
67393605,1506577001,0.8503
68107559,1480375385,0.8593
92467676,1995155321,1.1667
65160369,1430424073,0.8221
109725487,2455792453,1.3844
85925314,1989414155,1.0841
97252367,2295408658,1.227
52543822,1240749654,0.6629
63750796,1517065191,0.8043
83227475,1934860624,1.0501
65408689,1544796720,0.8253
65590982,1522455838,0.8276
72865779,1693250894,0.9193
60370768,1395073906,0.7617
98495569,2347977341,1.2427
78270644,1896710866,0.9875
52367956,1255298792,0.6607
80445023,1911156001,1.015
98203244,2301648185,1.239
82370818,1932067035,1.0393
128659368,3015278781,1.6233
112108079,2557454889,1.4145
135140560,3036716721,1.7051
108532271,2340513330,1.3693
92061382,2008232692,1.1615
120179406,2617442446,1.5163
107580552,2408399415,1.3573
77631140,1710909799,0.9795
222338091,5046217293,2.8052
119439789,2754108347,1.507
99206483,2239579502,1.2517
79186495,1748618789,0.9991
58919360,1303738125,0.7434
53930882,1196549243,0.6804
104166478,2301910140,1.3143
76400332,1690837419,0.9639
53726159,1182517332,0.6779
66025413,1427880254,0.833
81913851,1714934558,1.0335
52652452,1086314035,0.6643
66346166,1345496279,0.8371
60337285,1207636153,0.7613
85472309,1739342128,1.0784
68235443,1391448873,0.8609
61096581,1268589645,0.7708
49378732,1026943610,0.623
110775807,2377963608,1.3976
63296649,1371680483,0.7986
66191338,1419984112,0.8351
115147943,2436890938,1.4528
96782575,2034174032,1.2211
85236072,1761800969,1.0754
65707646,1349532409,0.829
116304812,2456819007,1.4674
82351139,1691919888,1.039
146399684,2930936726,1.8471
77340771,1535655470,0.9758
69183668,1384564649,0.8729
69940218,1408342623,0.8824
69966139,1428370744,0.8828
80776510,1612704739,1.0191
93418186,1888959519,1.1786
154445976,3188523865,1.9486
80232725,1658596995,1.0123
91936559,1885519209,1.16
94264363,1898605119,1.1893
58691704,1152620124,0.7405
53690104,1062334288,0.6774
51669420,994322854,0.6519
48969591,951736982,0.6178
76493075,1499985351,0.9651
46162099,909308990,0.5824
43895954,850183267,0.5538
37230982,716731662,0.4697
26496190,513741764,0.3343
30709495,602686038,0.3875
27375492,538434170,0.3454
29682512,587217269,0.3745
33430729,659002500,0.4218
30570947,593524963,0.3857
38978358,758532890,0.4918
194475975,3998875321,2.4537
230271759,4943091130,2.9053
74911752,1595763943,0.9452
58127318,1208927247,0.7334
56343015,1176059947,0.7109
90740415,1945888211,1.1449
88983821,1948256914,1.1227
44756709,974278040,0.5647
96636042,2147457185,1.2192
62566261,1386852319,0.7894
51092919,1134210263,0.6446
52512296,1139337600,0.6625
82497766,1834668501,1.0409
139499328,3200058576,1.76
54201365,1237976726,0.6839
58179154,1330514487,0.734
40777535,934433179,0.5145
53809591,1243972016,0.6789
50601633,1150564457,0.6384
46876305,1063340620,0.5914
38392741,876658018,0.4844
57895624,1306221421,0.7305
84063856,1920139746,1.0606
38865502,889428485,0.4904
42311790,961485305,0.5338
54964770,1223884911,0.6935
123269959,2578443261,1.5553
63866293,1299015756,0.8058
55737608,1148975017,0.7032
69600677,1410303098,0.8781
83772876,1704941913,1.057
46179483,949350082,0.5826
57834285,1160690576,0.7297
54096309,1103099387,0.6825
52265741,1070286777,0.6594
46170463,933963133,0.5825
54733838,1092883258,0.6906
74669511,1455622741,0.9421
61558279,1154038840,0.7767
45360001,855166079,0.5723
59396296,1134347419,0.7494
81130496,1535265025,1.0236
78035578,1526868697,0.9846
38321249,744352290,0.4835
43804793,822883415,0.5527
62168559,1190275864,0.7844
40046627,774847529,0.5053
38877427,740314165,0.4905
40777827,771270524,0.5145
61911238,1221387596,0.7811
52506336,1010824727,0.6625
25592461,489097257,0.3229
31281232,598110768,0.3947
32337600,623966140,0.408
51779891,972373572,0.6533
41838832,771511544,0.5279
31485389,575726765,0.3972
41470018,761913864,0.5232
28804637,522316732,0.3634
47409887,842961733,0.5982
40051743,701941332,0.5053
93220918,1677856551,1.1762
52437769,725462720,0.5089
63179327,880845072,0.6132
47895735,667865285,0.4648
65781891,922043291,0.6384
98921549,1418075364,0.9601
43036535,623676508,0.4177
39150500,558300835,0.38
34387096,492785965,0.3337
32535651,467122590,0.3158
48930056,708587795,0.4749
65494721,921508600,0.6356
34558958,473254412,0.3354
32989253,448251017,0.3202
44785293,602308778,0.4347
35989580,485101365,0.3493
50169905,685881949,0.4869
33977340,465516552,0.3298
45101784,626025809,0.4377
76856389,1085618756,0.7459
58299174,841572628,0.5658
44913760,636641748,0.4359
60363343,871449960,0.5858
47460309,678620878,0.4606
40892325,573948198,0.3969
65708689,947603768,0.6377
79072757,1165343108,0.7674
44902488,656426774,0.4358
56509381,833413442,0.5484
76799211,1145633847,0.7454
40369550,599720851,0.3918
52103320,763431981,0.5057
85532236,1277292888,0.8301
69649439,1049605494,0.676
33083139,494243446,0.3211
65421012,992064194,0.6349
62854668,950090558,0.61
75269997,1107946627,0.7305
64461099,939332428,0.6256
63904291,927585923,0.6202
65817780,961880755,0.6388
70934886,1019389647,0.6884
40185978,567503571,0.39
52092833,725912633,0.5056
65122982,902877091,0.632
70298086,995317243,0.6823
58280094,834705798,0.5656
72467574,1043450943,0.7033
88905564,1278554855,0.8629
62482199,896280043,0.6064
57525198,829524099,0.5583
48256463,694908875,0.4683
49499195,699447224,0.4804
29704170,416241560,0.2883
35648958,498344600,0.346
52065218,733619305,0.5053
51313006,718625404,0.498
90479283,1270601410,0.8781
67694138,952725720,0.657
61894269,860281572,0.6007
104581943,1478452480,1.015
58235840,825884779,0.5652
86168491,1196825831,0.8363
111465647,1518435847,1.0818
53410553,718666801,0.5184
72412342,973891188,0.7028
61653853,837069869,0.5984
44861148,598976950,0.4354
73439103,962141564,0.7127
43280633,561810742,0.4201
33671474,435800784,0.3268
43203690,558528362,0.4193
63988129,812414100,0.621
79916494,997197203,0.6962
76420556,979547222,0.6657
99243331,1315643037,0.8646
168240264,2318100819,1.4656
108929191,1510044994,0.9489
211717370,3007557042,1.8444
219500516,3224287046,1.9122
282011075,4209289593,2.4567
267097716,4152881189,2.3268
144202185,2190463392,1.2562
185767858,2865243850,1.6183
150426073,2232984803,1.3104
109896506,1596056502,0.9574
143474639,2098193318,1.2499
107789175,1582273772,0.939
121544448,1780283745,1.0588
99319456,1438269029,0.8652
97225797,1407668560,0.847
116241177,1695574766,1.0126
137575640,1996966952,1.1985
192927706,2844550996,1.6807
159439685,2340672415,1.389
148253623,2178617062,1.2915
158999856,2373788723,1.3851
168692580,2472861556,1.4696
185659480,2623791390,1.6174
140741160,1997773591,1.2261
162468793,2234619167,1.4153
102330904,1361157810,0.8915
101346354,1333616455,0.8829
88936367,1168116297,0.7748
51868061,683851034,0.4518
80225581,1047077141,0.6989
81871304,1055428706,0.7132
82534428,1044622800,0.719
59367417,759510255,0.5172
85551206,1103140782,0.7453
72170185,941692413,0.6287
44456207,574483829,0.3873
70465506,896825469,0.6139
31699307,403667347,0.2761
46735608,601006327,0.4071
33562275,430350135,0.2924
67233922,873902630,0.5857
50371023,653787569,0.4388
46375216,600882768,0.404
50052445,638381476,0.436
33921914,431884199,0.2955
83881971,1078465179,0.7307
54829480,711605411,0.4776
72040472,935727298,0.6276
60753484,779685337,0.5293
57386953,728978376,0.4999
91831797,1147808499,0.8
97255977,1230271064,0.8472
58037506,734623647,0.5056
85513637,1090345542,0.745
61330576,782233351,0.5343
62916617,800835219,0.5481
50643978,634014688,0.4412
43781538,541086518,0.3814
49486273,609301305,0.4311
70100841,863181172,0.6107
104301454,1307174907,0.9086
107014161,1367751457,0.9323
63954083,814451688,0.5571
278797594,3673752810,2.4287
128007500,1679801972,1.1151
114502560,1518387987,0.9975
103066730,1380549766,0.8979
55412160,743119674,0.4827
58900525,775149729,0.5131
85126256,1090522990,0.7416
39880973,505302336,0.3474
39144999,497010146,0.341
45362809,571579155,0.3952
69001299,884042057,0.6011
40025944,509605615,0.3487
49402537,634358540,0.4304
32488433,418118023,0.283
69649478,885350180,0.6068
53000399,672289551,0.4617
52767631,669997047,0.4597
41824771,532086956,0.3644
50344812,640373686,0.4386
47401671,601093803,0.4129
86524659,1097943958,0.7538
155522887,2025335181,1.3548
111743067,1462480075,0.9735
108130990,1399038867,0.942
107896347,1410869149,0.9399
68116200,887867061,0.5934
76184521,985182775,0.6637
93354989,1190287248,0.8133
66811755,842434337,0.582
97281919,1219329453,0.8475
61226468,773953714,0.5334
50718950,642186209,0.4418
128630210,1658382901,1.1206
198210460,2605382475,1.7267
263696326,3550340429,2.2972
120797971,1626377341,1.0523
121331696,1655653037,1.057
95174193,1301033092,0.8291
75569415,1034222216,0.6583
94145605,1256351019,0.8202
64682922,851985611,0.5635
44064900,578145219,0.3839
92725768,1193536418,0.8078
62901816,814119990,0.548
46829496,602924313,0.408
43770807,566212767,0.3813
46708141,604983300,0.4069
70018764,919015986,0.61
56238253,746472075,0.4899
39629180,523824429,0.3452
83143551,1116145973,0.7243
89692561,1219766909,0.7814
116597369,1593941060,1.0157
171723152,2380731247,1.496
78290829,1072999145,0.682
139484638,1947168599,1.2151
191242695,2768155356,1.666
98951023,1443643904,0.862
68431749,995248750,0.5961
120906813,1775882545,1.0533
87681115,1271603492,0.7638
114475526,1677223732,0.9973
126396923,1907393199,1.1011
72972838,1095421275,0.6357
79681035,1200582151,0.6941
85498252,1261580043,0.7448
60869160,887371140,0.5303
56955897,832686418,0.4962
47599632,690125810,0.4147
75979221,1108066459,0.6619
84160008,1234241154,0.7332
97470766,1439938969,0.8491
101688583,1452649693,0.8859
47035506,673472605,0.4098
81001236,1132838506,0.7056
46974559,650093903,0.4092
36757391,508740035,0.3202
30554676,422490266,0.2662
36795361,511163677,0.3205
27344003,380898283,0.2382
37059483,511077951,0.3228
52149614,712045065,0.4543
37488832,517163716,0.3266
48282261,669260989,0.4206
54624469,770723084,0.4759
44471117,632129346,0.3874
51652211,736778833,0.45
49529764,690545338,0.4315
33302192,462259457,0.2901
30456437,417290094,0.2653
32165477,439304202,0.2802
42690707,586884307,0.3719
32773527,450312962,0.2855
54862272,754258699,0.4779
43373105,597661115,0.3778
78054220,1039092746,0.68
38481953,387260340,0.2579
32112692,322851680,0.2152
71399603,705901472,0.4785
50650154,494816808,0.3394
41514189,403650864,0.2782
33499528,325257133,0.2245
59763717,594459887,0.4005
50642541,494521264,0.3394
43684110,420806039,0.2927
38151775,367427557,0.2557
49155845,471826236,0.3294
44032371,426182669,0.2951
44402682,428768703,0.2975
51462993,496177923,0.3449
108608292,1083590773,0.7278
61879841,624566437,0.4147
48625916,485148836,0.3259
92115792,906629869,0.6173
89477914,880212562,0.5996
84950358,829257826,0.5693
137704167,1372265445,0.9228
79844236,803065821,0.535
78083396,771582190,0.5232
110306181,1107281017,0.7392
96178652,973144633,0.6445
77297565,774789745,0.518
73779698,730710128,0.4944
60517246,605053186,0.4055
72244581,725394120,0.4841
66656003,672068536,0.4467
88296134,883661214,0.5917
77790440,768616582,0.5213
63761031,626819364,0.4273
73648903,716204441,0.4935
52488395,509417136,0.3517
88189088,838678395,0.591
45125010,426214467,0.3024
48213160,452508637,0.3231
65663811,605993962,0.44
95487760,894864393,0.6399
44930056,420409959,0.3011
41364988,380816089,0.2772
31523822,291253828,0.2112
30410552,283911226,0.2038
71952165,651685202,0.4822
98624718,871891979,0.6609
110925176,968666716,0.7433
67295852,605242196,0.451
74782511,673428896,0.5011
51162640,463907926,0.3428
89493443,825023455,0.5997
92194078,866602343,0.6178
44535594,415370550,0.2984
40832235,375402155,0.2736
55545006,500195838,0.3722
42762550,385779149,0.2866
48210876,438712166,0.3231
53322202,490717794,0.3573
121038880,1135191015,0.8111
61998169,584450251,0.4155
75330948,693917105,0.5048
49166774,456223295,0.3295
34349428,318100885,0.2302
58506018,548068833,0.3921
32039819,297248797,0.2147
30840689,282591754,0.2067
42139539,384694366,0.2824
40598521,374413883,0.2721
28413650,263397211,0.1904
38055811,354331602,0.255
27627217,252939806,0.1851
50592099,457967156,0.339
56765027,512651845,0.3804
42224050,380213995,0.283
41510239,366080582,0.2782
34551618,305251347,0.2315
70353056,635069866,0.4714
53791988,479557639,0.3605
54164832,470756862,0.363
81748380,697436150,0.5478
40252611,343008396,0.2697
42407399,360008943,0.2842
43757787,369392508,0.2932
60468787,515663929,0.4052
32428434,274365576,0.2173
59130344,511050472,0.3962
89412222,787072851,0.5992
51298778,453963294,0.3438
40504198,356399899,0.2714
46009758,410848342,0.3083
41115344,362177732,0.2755
36188377,319545731,0.2425
50658455,443175230,0.3395
59306969,526976700,0.3974
94932084,864185495,0.6362
66314936,608223062,0.4444
68454846,631301579,0.4587
45585827,422360453,0.3055
82502754,775731742,0.5529
50778832,468747732,0.3403
57198902,527513052,0.3833
59397848,546059796,0.398
84349601,785658964,0.5652
42565042,395922342,0.2852
32870037,302777625,0.2203
31693301,291603574,0.2124
27951632,257975143,0.1873
46636157,426657140,0.3125
25261827,230005502,0.1693
42296963,389371091,0.2834
30013432,275179280,0.2011
64028631,576115159,0.4291
32007465,284590451,0.2145
36819930,324198795,0.2467
32355327,281903843,0.2168
30669913,268099631,0.2055
26370231,228822392,0.1767
24460075,212634673,0.1639
21366538,184856605,0.1432
23967739,206431563,0.1606
25960610,225388356,0.174
44971839,384658393,0.3014
89049077,787219129,0.5967
38638133,339557364,0.2589
40188321,354439402,0.2693
26440305,232129306,0.1772
23350899,204935333,0.1565
21909676,191759965,0.1468
29514000,257109793,0.1978
23035328,200109781,0.1544
47600711,412160766,0.319
27334982,235202167,0.1832
41518789,354799723,0.2782
37730295,322463285,0.2528
45264959,384672669,0.3033
38376971,331731071,0.2572
41637650,359681306,0.279
42682705,363453847,0.286
23263186,198890329,0.1559
31788769,269877056,0.213
31075676,262876940,0.2082
42011046,351109636,0.2815
40055045,333839370,0.2684
52982530,448339738,0.355
34201379,290229551,0.2292
132116203,1144753023,0.8853
61778687,537043761,0.414
80136249,711429611,0.537
72004632,647206633,0.4825
49261157,444366552,0.3301
60486981,551261471,0.4053
56725332,514638094,0.3801
33100160,299225053,0.2218
97357263,876457391,0.6524
58089289,529288104,0.3893
68645571,628781817,0.46
95052703,883450355,0.637
71883155,668276691,0.4817
35464104,326763252,0.2377
39647888,362716575,0.2657
87973331,816297537,0.5895
97135312,914988444,0.6509
63691281,599080983,0.4268
51391402,475945766,0.3444
64270717,602796522,0.4307
50273854,473358227,0.3369
51836488,487049474,0.3474
49204966,456411669,0.3297
53024869,487049233,0.3553
55064760,507511353,0.369
47501799,437494063,0.3183
41743292,386595857,0.2797
57740009,539245887,0.3869
42757386,395923924,0.2865
81447790,755732387,0.5458
87754888,818404842,0.5881
128341832,1207795585,0.86
126664015,1206459798,0.8488
136121116,1308533877,0.9122
77757837,745267161,0.5211
46237868,441399342,0.3098
74013187,711842953,0.496
66098035,638459411,0.4429
68450355,650629551,0.4587
51077237,479615280,0.3423
54828552,517039328,0.3674
47510501,449318745,0.3184
52784386,494779980,0.3537
61430150,582028877,0.4117
99280321,940852511,0.6653
70673894,661561276,0.4736
72584563,672304027,0.4864
50228036,466395766,0.3366
62725576,575220524,0.4203
51867060,471579975,0.3476
38651197,352251184,0.259
35268448,319927048,0.2363
33692849,306941853,0.2258
27294640,249025233,0.1829
43565307,394701420,0.2919
48391415,432068893,0.3243
50587012,451335933,0.339
76352001,677374501,0.5116
56682481,504458934,0.3798
34889828,309720486,0.2338
45147000,399088179,0.3025
39397074,350489715,0.264
64571634,581979210,0.4327
61175666,556243010,0.4099
38614798,350462999,0.2588
49466011,444391607,0.3315
67117990,607091633,0.4498
48488000,441712581,0.3249
77240835,714085575,0.5176
41839068,387763897,0.2804
113165453,1065629977,0.7583
66489024,623235371,0.4456
53826936,503917233,0.3607
47114993,443152186,0.3157
107696972,1023491921,0.7217
60560075,574341330,0.4058
71659892,677231238,0.4802
82225733,773477051,0.551
86721348,810233956,0.5811
65066893,600930021,0.436
67576254,619397962,0.4528
35532729,325856898,0.2381
70896633,648414480,0.4751
60429994,544604567,0.405
75535741,676147543,0.5062
43092663,386025718,0.2888
61950167,549225590,0.4151
46679612,413635877,0.3128
67549651,602839656,0.4527
61979794,552097474,0.4153
49757216,441704165,0.3334
45887776,404197693,0.3075
52347656,461949299,0.3508
93478648,831085291,0.6264
88036486,779244023,0.5899
67011196,587833136,0.4491
42401677,372673966,0.2841
69367973,599453523,0.4648
69666907,598110567,0.4668
49918846,429065873,0.3345
48026408,413324686,0.3218
140389731,1176530441,0.9408
71644862,597652524,0.4801
82431224,680814847,0.5524
80017463,664166685,0.5362
134216053,1129580248,0.8994
50212960,424346827,0.3365
47008304,398791959,0.315
50000107,427039914,0.3351
39423884,332932086,0.2642
52706596,443526592,0.3532
39982538,323089664,0.2679
26966055,217422022,0.1807
28876449,232014025,0.1935
50974236,412653792,0.3416
43691987,353033253,0.2928
40080965,324895958,0.2686
39552477,321375929,0.265
33635896,271555077,0.2254
115797069,917011451,0.776
106535413,829804094,0.7139
45089773,347540683,0.3022
32425638,249889719,0.2173
100909326,770420629,0.6762
45202381,349346441,0.3029
46584899,358037212,0.3122
30224255,232272374,0.2025
47630983,363638278,0.3192
77344589,594527735,0.5183
55545514,423521040,0.3722
64501900,480841537,0.4322
48389405,360293105,0.3243
47580447,353247490,0.3188
30350495,224778997,0.2034
58500797,438293389,0.392
62142486,470732267,0.4164
70118950,535947136,0.4699
62270863,476495464,0.4173
75444190,581966475,0.5056
44045380,339338689,0.2952
46411105,358235336,0.311
34912528,268267939,0.234
53821168,416624081,0.3607
32490296,251340987,0.2177
46782980,365500895,0.3135
47282079,368478427,0.3168
39743689,308683311,0.2663
89555247,683068987,0.6001
40630297,306256972,0.2723
33322665,251555254,0.2233
27038216,202877230,0.1812
36268940,272732527,0.243
35326454,264640473,0.2367
36366406,273444020,0.2437
36963616,277056694,0.2477
40334510,300069736,0.2703
54763743,411991622,0.367
38419444,289895904,0.2575
44804211,339823939,0.3002
37255105,284745594,0.2497
55393324,419440943,0.3712
44361378,332534233,0.2973
73135906,536590326,0.4901
38370245,281996026,0.2571
145971941,1108956749,0.9782
63799021,482615575,0.4275
50981388,381041955,0.3416
41199392,308089937,0.2761
28598526,213621171,0.1916
60553998,454887764,0.4058
39495794,294478234,0.2647
29556474,217783066,0.1981
35316266,259404103,0.2367
48072062,349808077,0.3221
37540673,271098089,0.2516
44280628,316830860,0.2967
23528437,168346308,0.1577
28344266,202126616,0.1899
74565209,540842730,0.4997
62930106,460162691,0.4217
32324563,237702592,0.2166
48620078,361695652,0.3258
27147361,201761964,0.1819
29564294,218797754,0.1981
37953795,283061227,0.2543
22249339,164793074,0.1491
43952520,328313924,0.2945
52658490,395714435,0.3529
51397333,390882250,0.3444
40185550,305185395,0.2693
36799861,280112259,0.2466
32189190,245356334,0.2157
28328508,215116946,0.1898
29807495,225449545,0.1997
49611207,370899603,0.3325
28176827,210091716,0.1888
37082866,276344872,0.2485
36411101,273109830,0.244
57205114,436219680,0.3833
47587494,364830180,0.3189
56974001,439602346,0.3818
42177128,323024801,0.2826
26193792,201366783,0.1755
38667163,293900674,0.2591
26921255,202868999,0.1804
43645487,331521946,0.2925
37691617,283805513,0.2526
21823216,163644374,0.1462
29220009,217739719,0.1958
33266319,245149918,0.2229
24785310,182453735,0.1661
20252986,149215097,0.1357
28957627,214374137,0.194
22784842,169442910,0.1527
35819826,268999532,0.24
28167480,210337432,0.1888
40827533,304729094,0.2736
41978767,312815519,0.2813
39279397,291914537,0.2632
38822287,288486299,0.2602
53769233,396827583,0.3603
34974819,258840206,0.2344
227002022,1764021567,1.5212
115134979,910874057,0.7715
229249195,1863056888,1.5362
215254803,1796312749,1.4425
114930761,955761506,0.7702
174126970,1463952981,1.1669
124094525,1038553776,0.8316
344394455,3002867566,2.3078
254783070,2298528870,1.7073
234880214,2144833795,1.574
176670647,1601205282,1.1839
149750877,1346132252,1.0035
130820092,1174200111,0.8766
134642726,1224943518,0.9023
234226689,2200438398,1.5696
96013021,904988194,0.6434
127847946,1211244239,0.8567
119599842,1140200526,0.8015
198451648,1956467612,1.3299
261436810,2633796691,1.7519
248200915,2534161998,1.6632
154851189,1573240155,1.0377
175906181,1774560423,1.1788
121226794,1224888956,0.8124
171547464,1709899032,1.1496
228634872,2326609986,1.5321
134039003,1383536241,0.8982
156691872,1588121377,1.05
116672023,1163327254,0.7818
129872645,1315677034,0.8703
178154882,1826584603,1.1938
242222065,2546398122,1.6232
155968498,1637582752,1.0452
320210498,3446063883,2.1458
89716806,951423104,0.6012
263089195,2903989341,1.763
191067344,2155684299,1.2804
172171454,1933404997,1.1537
181147190,2051351346,1.2139
223157195,2595572299,1.4954
271540507,3269293147,1.8196
176944688,2098278652,1.1857
133748186,1595335908,0.8963
315193605,3634915098,2.1122
195904902,2214211012,1.3128
119051849,1348960810,0.7978
114565262,1279590709,0.7677
264523040,2849978249,1.7726
290791316,2996527715,1.9486
143226433,1463429410,0.9598
116274545,1198145581,0.7792
238592674,2515148260,1.5988
158815735,1662077351,1.0643
224658466,2416913062,1.5055
223208905,2475460511,1.4958
261002023,2758781288,1.749
233607734,2525017018,1.5654
205631621,2289024741,1.378
191555154,2072717387,1.2836
103046487,1106726782,0.6905
94081221,990803399,0.6305
132298619,1371021517,0.8866
105764431,1083876595,0.7087
163419368,1707645843,1.0951
214299272,2283442403,1.4361
142604467,1499673028,0.9556
114470221,1207222485,0.7671
253698290,2793678441,1.7001
193267919,2143848514,1.2951
122824527,1356165867,0.8231
89020579,986945885,0.5965
126327261,1358261944,0.8465
113814685,1225592652,0.7627
298069476,2992135427,1.9974
